state,record_date,sessions,sites,total_doses,first_dose,second_dose,male_doses,female_doses,transgender_doses,covaxin_doses,covishield_doses,sputnik_v_doses,aefi,doses_18_44,doses_45_60,doses_60_plus,ind_vax_18_44,ind_vax_45_60,ind_vax_60_plus,male_ind_vax,female_ind_vax,transgender_ind_vax,total_ind_vax
Ladakh,2021-03-05,376,77,14139,12393,1746,8125,4268,0,41,12352,0,0,0,0,0,0,0,0,0,0,0,12393
Ladakh,2021-03-06,406,79,16365,14387,1978,9327,5060,0,41,14346,0,0,0,0,0,0,0,0,0,0,0,14387
Ladakh,2021-03-07,411,79,16365,14387,1978,9327,5060,0,41,14346,0,0,0,0,0,0,0,0,0,0,0,14387
Ladakh,2021-03-08,447,88,19096,16882,2214,10651,6231,0,41,16841,0,0,0,0,0,0,0,0,0,0,0,16882
Ladakh,2021-03-09,4400,28,20455,18159,2296,12704,7751,0,0,20455,0,0,0,0,0,0,0,0,0,0,0,20455
Ladakh,2021-03-10,3700,22,23584,21085,2499,14267,9315,2,0,23584,0,0,0,0,0,0,0,0,0,0,0,23584
Ladakh,2021-03-11,3700,22,26595,23882,2713,15672,10921,2,0,26595,0,0,0,0,0,0,0,0,0,0,0,26595
Ladakh,2021-03-12,3200,20,29215,26413,2802,16904,12309,2,0,29215,0,0,0,0,0,0,0,0,0,0,0,29215
Ladakh,2021-03-13,4100,27,31815,28917,2898,18307,13505,3,0,31815,0,0,0,0,0,0,0,0,0,0,0,31815
Ladakh,2021-03-14,1100,9,32385,29485,2900,18601,13781,3,0,32385,0,0,0,0,0,0,0,0,0,0,0,32385
Ladakh,2021-03-15,4000,30,34683,31760,2923,19700,14980,3,0,34683,0,0,0,0,0,0,0,0,0,0,0,34683
Ladakh,2021-03-16,3700,27,38926,35573,3353,20363,15207,3,0,38926,0,0,0,0,0,8051,7966,19534,0,0,0,35573
Ladakh,2021-03-17,2900,22,40726,37044,3682,21178,15863,3,0,40726,0,0,0,0,0,8180,8326,20516,0,0,0,37044
Ladakh,2021-03-18,2100,15,42033,37810,4223,21589,16218,3,0,42033,0,0,0,0,0,8292,8512,20983,0,0,0,37810
Ladakh,2021-03-19,3600,22,43189,38440,4749,21883,16554,3,0,43189,0,0,0,0,0,8348,8797,21272,0,0,0,38440
Ladakh,2021-03-20,2300,15,44169,38954,5215,22160,16791,3,0,44169,0,1,0,0,0,8433,8937,21561,0,0,0,38954
Ladakh,2021-03-21,600,3,44234,39005,5229,22186,16816,3,0,44234,0,1,0,0,0,8440,8949,21593,0,0,0,39005
Ladakh,2021-03-22,3100,20,45135,39419,5716,22395,17021,3,0,45135,0,1,0,0,0,8514,9091,21791,0,0,0,39419
Ladakh,2021-03-23,1000,7,45814,39767,6047,22558,17206,3,0,45814,0,1,0,0,0,8557,9189,21997,0,0,0,39767
Ladakh,2021-03-24,900,6,46093,39950,6143,22677,17270,3,0,46093,0,1,0,0,0,8614,9250,22062,0,0,0,39950
Ladakh,2021-03-25,800,5,46261,40010,6251,22702,17305,3,0,46261,0,1,0,0,0,8607,9271,22108,0,0,0,40010
Ladakh,2021-03-26,700,4,46461,40083,6378,22733,17347,3,0,46461,0,1,0,0,0,8602,9300,22157,0,0,0,40083
Ladakh,2021-03-27,700,4,46590,40195,6395,22813,17379,3,0,46590,0,1,0,0,0,8651,9326,22194,0,0,0,40195
Ladakh,2021-03-28,700,5,46589,40194,6395,22812,17379,3,0,46589,0,1,0,0,0,8650,9326,22194,0,0,0,40194
Ladakh,2021-03-29,1100,5,46588,40193,6395,22811,17379,3,0,46588,0,1,0,0,0,8649,9326,22194,0,0,0,40193
Ladakh,2021-03-30,2220,11,46645,40215,6430,22811,17401,3,0,46645,0,1,0,0,0,8633,9331,22227,0,0,0,40215
Ladakh,2021-03-31,1900,11,46872,40372,6500,22926,17443,3,0,46872,0,1,0,0,0,8702,9372,22273,0,0,0,40372
Ladakh,2021-04-01,6500,38,50362,43815,6547,24557,19255,3,0,50362,0,1,0,0,0,8710,12630,22449,0,0,0,43815
Ladakh,2021-04-02,6900,44,55631,49045,6586,27091,21951,3,0,55631,0,1,0,0,0,8716,17617,22686,0,0,0,49045
Ladakh,2021-04-03,5100,32,59338,52707,6631,28893,23811,3,0,59338,0,1,0,0,0,8720,21042,22919,0,0,0,52707
Ladakh,2021-04-04,5600,39,62214,55578,6636,30350,25225,3,0,62214,0,2,0,0,0,8723,23737,23092,0,0,0,55578
Ladakh,2021-04-05,6600,45,65089,58417,6672,31792,26622,3,0,65089,0,2,0,0,0,8717,26406,23268,0,0,0,58417
Ladakh,2021-04-06,6400,44,66613,59863,6750,32542,27318,3,0,66613,0,2,0,0,0,8713,27767,23357,0,0,0,59863
Ladakh,2021-04-07,6000,41,69391,62372,7019,33902,28466,4,0,69391,0,2,0,0,0,8700,30118,23528,0,0,0,62372
Ladakh,2021-04-08,3400,24,71259,63903,7356,34662,29237,4,0,71259,0,2,0,0,0,8674,31577,23627,0,0,0,63903
Ladakh,2021-04-09,6200,44,71960,64284,7676,34882,29398,4,0,71960,0,2,0,0,0,8688,31903,23668,0,0,0,64284
Ladakh,2021-04-10,2400,18,72431,64518,7913,35014,29500,4,0,72431,0,2,0,0,0,8679,32116,23699,0,0,0,64518
Ladakh,2021-04-11,7800,55,73397,65236,8161,35434,29798,4,0,73397,0,2,0,0,0,8755,32642,23815,0,0,0,65236
Ladakh,2021-04-12,7300,49,74608,66115,8493,35907,30204,4,0,74608,0,2,0,0,0,8803,33358,23930,0,0,0,66115
Ladakh,2021-04-13,5900,39,75319,66540,8779,36134,30402,4,0,75319,0,2,0,0,0,8827,33693,23996,0,0,0,66540
Ladakh,2021-04-14,3400,23,75905,66813,9092,36280,30529,4,0,75905,0,2,0,0,0,8816,33899,24074,0,0,0,66813
Ladakh,2021-04-15,3800,24,76470,66918,9552,36347,30566,5,0,76470,0,2,0,0,0,8832,33972,24090,0,0,0,66918
Ladakh,2021-04-16,3000,21,76968,67005,9963,36405,30595,5,0,76968,0,2,0,0,0,8834,34010,24137,0,0,0,67005
Ladakh,2021-04-17,2000,13,77819,67157,10662,36491,30661,5,0,77819,0,2,0,0,0,8833,34095,24205,0,0,0,67157
Ladakh,2021-04-18,3300,22,77857,67185,10672,36501,30679,5,0,77857,0,2,0,0,0,8831,34120,24210,0,0,0,67185
Ladakh,2021-04-19,3100,21,80595,67732,12863,36766,30961,5,0,80595,0,2,0,0,0,8843,34247,24618,0,0,0,67732
Ladakh,2021-04-20,3400,22,84637,68954,15683,37358,31591,5,0,84637,0,2,0,0,0,8886,34383,25662,0,0,0,68954
Ladakh,2021-04-21,3400,20,88412,69995,18417,37838,32152,5,0,88412,0,2,0,0,0,8905,34539,26530,0,0,0,69995
Ladakh,2021-04-22,3600,22,91310,70599,20711,38150,32444,5,0,91310,0,2,0,0,0,8932,34689,26958,0,0,0,70599
Ladakh,2021-04-23,3800,26,94316,71353,22963,38528,32820,5,0,94316,0,2,0,0,0,8954,34836,27542,0,0,0,71353
Ladakh,2021-04-24,3000,21,96539,71714,24825,38705,33004,5,0,96539,0,2,0,0,0,8947,34974,27773,0,0,0,71714
Ladakh,2021-04-25,600,6,96956,71734,25222,38715,33014,5,0,96956,0,2,0,0,0,8946,34980,27788,0,0,0,71734
Ladakh,2021-04-26,4500,34,100903,72754,28149,39224,33525,5,0,100903,0,2,0,0,0,8950,35333,28453,0,0,0,72754
Ladakh,2021-04-27,3900,28,103717,73508,30209,39564,33938,6,0,103717,0,2,0,0,0,11134,33430,28925,0,0,0,73508
Ladakh,2021-04-28,6000,38,105808,73967,31841,39827,34134,6,0,105808,0,2,0,0,0,11256,33567,29126,0,0,0,73967
Ladakh,2021-04-29,3300,25,107405,74391,33014,40087,34298,6,0,107405,0,2,0,0,0,11428,33689,29272,0,0,0,74391
Ladakh,2021-04-30,5900,46,108166,74571,33595,40189,34376,6,0,108166,0,2,0,0,0,11474,33763,29332,0,0,0,74571
Ladakh,2021-05-01,7600,52,109442,74984,34458,40404,34574,6,0,109442,0,2,0,0,0,11588,33864,29530,0,0,0,74984
Ladakh,2021-05-02,2300,20,109696,75065,34631,40445,34614,6,0,109696,0,2,0,0,0,11573,33898,29593,0,0,0,75065
Ladakh,2021-05-03,6000,41,111070,75744,35326,40781,34956,7,0,111070,0,2,0,0,0,12104,33989,29650,0,0,0,75744
Ladakh,2021-05-04,6100,42,112903,77322,35581,41814,35501,7,0,112903,0,2,0,0,0,13530,34102,29689,0,0,0,77322
Ladakh,2021-05-05,5900,41,115161,79276,35885,43063,36206,7,0,115161,0,2,0,0,0,15301,34254,29720,0,0,0,79276
Ladakh,2021-05-06,6000,41,117233,81061,36172,44276,36778,7,0,117233,0,2,0,0,0,16876,34424,29760,0,0,0,81061
Ladakh,2021-05-07,3600,21,118299,81960,36339,44903,37050,7,0,118299,0,2,0,0,0,17689,34487,29783,0,0,0,81960
Ladakh,2021-05-08,4100,27,119520,83032,36488,45643,37382,7,0,119520,0,2,0,0,0,18634,34585,29812,0,0,0,83032
Ladakh,2021-05-09,3800,25,119661,83169,36492,45756,37406,7,0,119661,0,2,0,0,0,18760,34594,29814,0,0,0,83169
Ladakh,2021-05-10,5400,35,120835,84093,36742,46268,37818,7,0,120835,0,2,0,0,0,19460,34732,29900,0,0,0,84093
Ladakh,2021-05-11,4800,30,121529,84630,36899,46577,38045,8,0,121529,0,2,0,0,0,19908,34805,29916,0,0,0,84630
Ladakh,2021-05-12,2700,17,122218,85240,36978,46928,38304,8,0,122218,0,3,0,0,0,20457,34858,29924,0,0,0,85240
Ladakh,2021-05-13,1200,8,122800,85688,37112,47238,38442,8,0,122800,0,3,0,0,0,20866,34889,29932,0,0,0,85688
Ladakh,2021-05-14,700,6,122800,85688,37112,47238,38442,8,0,122800,0,3,0,0,0,20866,34889,29932,0,0,0,85688
Ladakh,2021-05-15,2700,18,123897,86645,37252,47718,38918,9,0,123897,0,3,0,0,0,21761,34938,29945,0,0,0,86645
Ladakh,2021-05-16,300,3,123897,86645,37252,47718,38918,9,0,123897,0,3,0,0,0,21761,34938,29945,0,0,0,86645
Ladakh,2021-05-17,3474,24,124756,87501,37255,48223,39269,9,0,124756,0,3,0,0,0,22535,34991,29973,0,0,0,87501
Ladakh,2021-05-18,3853,26,125747,88488,37259,48761,39717,10,0,125747,0,3,0,0,0,23423,35066,29997,0,0,0,88488
Ladakh,2021-05-19,4441,27,126974,89715,37259,49530,40175,10,0,126974,0,4,0,0,0,24560,35129,30024,0,0,0,89715
Ladakh,2021-05-20,4750,26,128323,91064,37259,50429,40625,10,0,128323,0,4,0,0,0,25810,35208,30044,0,0,0,91064
Ladakh,2021-05-21,5542,33,130332,93073,37259,51730,41332,11,0,130332,0,4,0,0,0,27746,35268,30057,0,0,0,93073
Ladakh,2021-05-22,5220,31,132064,94805,37259,53012,41782,11,0,132064,0,4,0,0,0,29383,35346,30073,0,0,0,94805
Ladakh,2021-05-23,500,5,132137,94878,37259,53083,41784,11,0,132137,0,4,0,0,0,29455,35347,30073,0,0,0,94878
Ladakh,2021-05-24,7031,47,134067,96802,37265,54081,42710,11,0,134067,0,4,0,0,0,31318,35392,30088,0,0,0,96802
Ladakh,2021-05-25,5724,34,136294,99028,37266,55178,43839,11,0,136294,0,4,0,0,0,33491,35434,30097,0,0,0,99028
Ladakh,2021-05-26,5904,30,138454,101188,37266,56125,45050,13,0,138454,0,4,0,0,0,35588,35479,30111,0,0,0,101188
Ladakh,2021-05-27,8825,37,144321,107044,37277,58782,48248,14,0,144321,0,4,0,0,0,41303,35594,30134,0,0,0,107044
Ladakh,2021-05-28,8234,32,150092,112814,37278,61291,51508,15,0,150092,0,4,0,0,0,47034,35622,30138,0,0,0,112814
Ladakh,2021-05-29,4770,18,154115,116836,37279,63254,53566,16,0,154115,0,4,0,0,0,51027,35647,30139,0,0,0,116836
Ladakh,2021-05-30,221,2,154135,116856,37279,63264,53576,16,0,154135,0,4,0,0,0,51047,35647,30139,0,0,0,116856
Ladakh,2021-05-31,12800,38,159496,122206,37290,65668,56522,16,0,159496,0,4,0,0,0,56330,35706,30145,0,0,0,122206
Ladakh,2021-06-01,11285,36,164155,126864,37291,67681,59167,16,0,164155,0,4,0,0,0,60939,35741,30150,0,0,0,126864
Ladakh,2021-06-02,10800,36,167934,130639,37295,69481,61142,16,0,167934,0,4,0,0,0,64500,35875,30230,0,0,0,130639
Ladakh,2021-06-03,10493,38,171395,134095,37300,70910,63168,17,0,171395,0,4,0,0,0,67862,35943,30254,0,0,0,134095
Ladakh,2021-06-04,11000,37,174899,137598,37301,72722,64859,17,0,174899,0,4,0,0,0,71303,35996,30262,0,0,0,137598
Ladakh,2021-06-05,7600,28,177678,140366,37312,74251,66098,17,0,177678,0,4,0,0,0,73994,36060,30275,0,0,0,140366
Ladakh,2021-06-06,0,0,177681,140369,37312,74251,66101,17,0,177681,0,4,0,0,0,73997,36060,30275,0,0,0,140369
Ladakh,2021-06-07,7000,25,180269,142943,37326,75399,67527,17,0,180269,0,4,0,0,0,76488,36125,30293,0,0,0,142943
Ladakh,2021-06-08,5640,21,181714,144376,37338,76132,68226,18,0,181714,0,4,0,0,0,77889,36150,30298,0,0,0,144376
Ladakh,2021-06-09,5930,19,183376,146030,37346,77141,68871,18,0,183376,0,4,0,0,0,79486,36200,30305,0,0,0,146030
Ladakh,2021-06-10,5820,23,185674,148313,37361,78523,69772,18,0,185674,0,4,0,0,0,81699,36259,30316,0,0,0,148313
Ladakh,2021-06-11,6147,25,189143,151780,37363,80732,71030,18,0,189143,0,4,0,0,0,85078,36335,30328,0,0,0,151780
Ladakh,2021-06-12,5010,20,191063,153682,37381,82013,71651,18,0,191063,0,4,0,0,0,86699,36588,30356,0,0,0,153682
Ladakh,2021-06-13,0,0,191066,153685,37381,82016,71651,18,0,191066,0,4,0,0,0,86702,36588,30356,0,0,0,153685
Ladakh,2021-06-14,3296,15,192431,155038,37393,82896,72124,18,0,192431,0,4,0,0,0,87896,36731,30372,0,0,0,155038
Ladakh,2021-06-15,3600,20,193330,155927,37403,83273,72636,18,0,193330,0,4,0,0,0,88773,36742,30373,0,0,0,155927
Ladakh,2021-06-16,2630,20,194501,157081,37420,83891,73171,19,0,194501,0,4,0,0,0,89862,36786,30394,0,0,0,157081
Ladakh,2021-06-17,3860,22,196717,159275,37442,85346,73910,19,0,196717,0,4,0,0,0,92015,36816,30404,0,0,0,159275
Ladakh,2021-06-18,4450,16,198155,160703,37452,86418,74266,19,0,198155,0,4,0,0,0,93375,36873,30415,0,0,0,160703
Ladakh,2021-06-19,4710,17,199286,161809,37477,87200,74590,19,0,199286,0,4,0,0,0,94435,36915,30419,0,0,0,161809
Ladakh,2021-06-20,200,1,199286,161809,37477,87200,74590,19,0,199286,0,4,0,0,0,94436,36914,30419,0,0,0,161809
Ladakh,2021-06-21,5900,18,200706,163217,37489,88293,74905,19,0,200706,0,4,0,0,0,95810,36941,30426,0,0,0,163217
Ladakh,2021-06-22,6840,24,202329,164799,37530,89587,75193,19,0,202329,0,4,0,0,0,97345,36973,30441,0,0,0,164799
Ladakh,2021-06-23,6882,21,203725,166167,37558,90720,75428,19,0,203725,0,4,0,0,0,98676,37006,30445,0,0,0,166167
Ladakh,2021-06-24,10580,28,206992,167571,39421,91836,75716,19,0,206992,0,4,0,0,0,99918,37145,30468,0,0,0,167571
Ladakh,2021-06-25,14476,36,211520,168168,43352,116121,95377,22,0,211520,0,4,109332,49885,52303,0,0,0,0,0,0,0
Ladakh,2021-06-26,17905,41,215964,168671,47293,118255,97687,22,0,215964,0,4,109781,53605,52578,0,0,0,0,0,0,0
Ladakh,2021-06-27,1660,6,216616,168691,47925,118546,98048,22,0,216616,0,4,109781,54206,52629,0,0,0,0,0,0,0
Ladakh,2021-06-28,23905,55,220989,169421,51568,120869,100098,22,0,220989,0,4,110460,57603,52926,0,0,0,0,0,0,0
Ladakh,2021-06-29,15961,38,224630,170297,54333,123022,101586,22,0,224630,0,4,111283,60225,53122,0,0,0,0,0,0,0
Ladakh,2021-06-30,13141,31,226801,170900,55901,124277,102502,22,0,226801,0,4,111826,61720,53255,0,0,0,0,0,0,0
Ladakh,2021-07-01,8195,28,228809,171439,57370,125487,103299,23,0,228809,0,4,112347,63110,53352,0,0,0,0,0,0,0
Ladakh,2021-07-02,7800,29,230087,172099,57988,126357,103707,23,0,230087,0,4,112981,63674,53432,0,0,0,0,0,0,0
Ladakh,2021-07-03,8305,23,232133,173803,58330,128052,104057,24,0,232133,0,4,114658,63999,53476,0,0,0,0,0,0,0
Ladakh,2021-07-04,1057,4,232795,174447,58348,128701,104070,24,0,232795,0,4,115279,64030,53486,0,0,0,0,0,0,0
Ladakh,2021-07-05,9220,29,235427,176300,59127,130756,104647,24,0,235427,0,4,117093,64696,53638,0,0,0,0,0,0,0
Ladakh,2021-07-06,6969,26,237455,177760,59695,132199,105232,24,0,237455,0,5,118569,65154,53732,0,0,0,0,0,0,0
Ladakh,2021-07-07,5121,16,238305,178128,60177,132735,105546,24,0,238305,0,5,118889,65632,53784,0,0,0,0,0,0,0
Ladakh,2021-07-08,5070,16,239589,179174,60415,133796,105769,24,0,239589,0,5,119863,65897,53829,0,0,0,0,0,0,0
Ladakh,2021-07-09,5310,16,240818,180257,60561,134864,105930,24,0,240818,0,5,120928,66028,53862,0,0,0,0,0,0,0
Ladakh,2021-07-10,4584,16,242115,181385,60730,135982,106109,24,0,242115,0,5,122041,66182,53892,0,0,0,0,0,0,0
Ladakh,2021-07-11,490,1,242545,181815,60730,136412,106109,24,0,242545,0,5,122471,66182,53892,0,0,0,0,0,0,0
Ladakh,2021-07-12,5081,19,243556,182438,61118,137132,106400,24,0,243556,0,5,123126,66430,54000,0,0,0,0,0,0,0
Ladakh,2021-07-13,2990,13,244282,182773,61509,137607,106651,24,0,244282,0,5,123497,66680,54105,0,0,0,0,0,0,0
Ladakh,2021-07-14,3140,13,246067,184350,61717,138475,107568,24,0,246067,0,5,123694,67938,54435,0,0,0,0,0,0,0
Ladakh,2021-07-15,2452,10,246543,184640,61903,138806,107713,24,0,246543,0,5,123997,68067,54479,0,0,0,0,0,0,0
Ladakh,2021-07-16,2702,12,246776,184757,62019,138971,107781,24,0,246776,0,5,124118,68157,54501,0,0,0,0,0,0,0
Ladakh,2021-07-17,2885,13,247139,184970,62169,139195,107920,24,0,247139,0,5,124281,68290,54568,0,0,0,0,0,0,0
Ladakh,2021-07-18,1140,2,247199,185017,62182,139236,107939,24,0,247199,0,5,124321,68299,54579,0,0,0,0,0,0,0
Ladakh,2021-07-19,3041,14,247527,185146,62381,139408,108095,24,0,247527,0,5,124450,68442,54635,0,0,0,0,0,0,0
Ladakh,2021-07-20,2480,14,247824,185298,62526,139577,108223,24,0,247824,0,5,124611,68557,54656,0,0,0,0,0,0,0
Ladakh,2021-07-21,0,0,247824,185298,62526,139577,108223,24,0,247824,0,5,124611,68557,54656,0,0,0,0,0,0,0
Ladakh,2021-07-22,2871,14,248319,185475,62844,139885,108410,24,0,248319,0,5,124930,68693,54696,0,0,0,0,0,0,0
Ladakh,2021-07-23,3540,14,248685,185654,63031,140082,108579,24,0,248685,0,5,125175,68793,54717,0,0,0,0,0,0,0
Ladakh,2021-07-24,2755,10,249041,185770,63271,140315,108702,24,0,249041,0,5,125396,68891,54754,0,0,0,0,0,0,0
Ladakh,2021-07-25,60,1,249041,185770,63271,140315,108702,24,0,249041,0,5,125396,68891,54754,0,0,0,0,0,0,0
Ladakh,2021-07-26,5310,16,249727,186038,63689,140652,109050,25,0,249727,0,5,125970,68985,54772,0,0,0,0,0,0,0
Ladakh,2021-07-27,5050,15,250768,186256,64512,141240,109503,25,0,250768,0,5,126856,69119,54793,0,0,0,0,0,0,0
Ladakh,2021-07-28,0,0,252103,186477,65626,141987,110091,25,0,252103,0,5,128028,69258,54817,0,0,0,0,0,0,0
Ladakh,2021-07-29,3160,8,252857,186751,66106,142454,110378,25,0,252857,0,5,128716,69315,54826,0,0,0,0,0,0,0
Ladakh,2021-07-30,7300,19,253924,186894,67030,143127,110772,25,0,253924,0,5,129653,69425,54846,0,0,0,0,0,0,0
Ladakh,2021-07-31,7105,17,254727,187081,67646,143635,111067,25,0,254727,0,6,130304,69558,54865,0,0,0,0,0,0,0
Ladakh,2021-08-01,0,0,255047,187393,67654,143799,111223,25,0,255047,0,6,130336,69761,54950,0,0,0,0,0,0,0
Ladakh,2021-08-02,6280,14,255738,187602,68136,144197,111516,25,0,255738,0,6,130927,69835,54976,0,0,0,0,0,0,0
Ladakh,2021-08-03,6510,14,256201,187750,68451,144474,111702,25,0,256201,0,6,131314,69900,54987,0,0,0,0,0,0,0
Ladakh,2021-08-04,6160,15,256621,187859,68762,144732,111863,26,0,256621,0,6,131664,69956,55001,0,0,0,0,0,0,0
Ladakh,2021-08-05,5144,13,257040,188002,69038,144980,112034,26,0,257040,0,6,132019,70007,55014,0,0,0,0,0,0,0
Ladakh,2021-08-06,5340,12,257551,188226,69325,145295,112230,26,0,257551,0,6,132401,70093,55057,0,0,0,0,0,0,0
Ladakh,2021-08-07,6325,16,258385,188426,69959,145724,112635,26,0,258385,0,6,133135,70175,55075,0,0,0,0,0,0,0
Ladakh,2021-08-08,0,0,258385,188426,69959,145724,112635,26,0,258385,0,6,133135,70175,55075,0,0,0,0,0,0,0
Ladakh,2021-08-09,5980,16,259036,188699,70337,146068,112942,26,0,259036,0,6,133710,70230,55096,0,0,0,0,0,0,0
Ladakh,2021-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladakh,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladakh,2021-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladakh,2021-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladakh,2021-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladakh,2021-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2021-01-16,1,1,16,16,0,14,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16
Lakshadweep,2021-01-17,10,9,17,17,0,14,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17
Lakshadweep,2021-01-18,10,9,237,237,0,229,8,0,0,237,0,0,0,0,0,0,0,0,0,0,0,237
Lakshadweep,2021-01-19,10,9,622,622,0,533,89,0,0,622,0,0,0,0,0,0,0,0,0,0,0,622
Lakshadweep,2021-01-20,10,9,629,629,0,538,91,0,0,629,0,0,0,0,0,0,0,0,0,0,0,629
Lakshadweep,2021-01-21,11,10,724,724,0,585,139,0,0,724,0,0,0,0,0,0,0,0,0,0,0,724
Lakshadweep,2021-01-22,14,12,734,734,0,588,146,0,0,734,0,0,0,0,0,0,0,0,0,0,0,734
Lakshadweep,2021-01-23,14,12,734,734,0,588,146,0,0,734,0,0,0,0,0,0,0,0,0,0,0,734
Lakshadweep,2021-01-24,14,12,749,749,0,588,161,0,0,749,0,0,0,0,0,0,0,0,0,0,0,749
Lakshadweep,2021-01-25,14,12,752,752,0,588,164,0,0,752,0,0,0,0,0,0,0,0,0,0,0,752
Lakshadweep,2021-01-26,14,12,752,752,0,588,164,0,0,752,0,0,0,0,0,0,0,0,0,0,0,752
Lakshadweep,2021-01-27,19,12,765,765,0,612,153,0,0,765,0,0,0,0,0,0,0,0,0,0,0,765
Lakshadweep,2021-01-28,19,12,790,790,0,618,172,0,0,790,0,0,0,0,0,0,0,0,0,0,0,790
Lakshadweep,2021-01-29,19,12,807,807,0,623,184,0,0,807,0,0,0,0,0,0,0,0,0,0,0,807
Lakshadweep,2021-01-30,19,12,807,807,0,623,184,0,0,807,0,0,0,0,0,0,0,0,0,0,0,807
Lakshadweep,2021-01-31,19,12,807,807,0,623,184,0,0,807,0,0,0,0,0,0,0,0,0,0,0,807
Lakshadweep,2021-02-01,19,12,807,807,0,623,184,0,0,807,0,0,0,0,0,0,0,0,0,0,0,807
Lakshadweep,2021-02-02,19,12,807,807,0,623,184,0,0,807,0,0,0,0,0,0,0,0,0,0,0,807
Lakshadweep,2021-02-03,20,13,807,807,0,623,184,0,0,807,0,0,0,0,0,0,0,0,0,0,0,807
Lakshadweep,2021-02-04,23,13,807,807,0,623,184,0,0,807,0,0,0,0,0,0,0,0,0,0,0,807
Lakshadweep,2021-02-05,26,13,825,825,0,627,198,0,0,825,0,0,0,0,0,0,0,0,0,0,0,825
Lakshadweep,2021-02-06,26,13,833,833,0,634,199,0,0,833,0,0,0,0,0,0,0,0,0,0,0,833
Lakshadweep,2021-02-07,26,13,833,833,0,634,199,0,0,833,0,0,0,0,0,0,0,0,0,0,0,833
Lakshadweep,2021-02-08,30,13,839,839,0,639,200,0,0,839,0,0,0,0,0,0,0,0,0,0,0,839
Lakshadweep,2021-02-09,30,13,869,869,0,665,204,0,0,869,0,0,0,0,0,0,0,0,0,0,0,869
Lakshadweep,2021-02-10,34,13,1312,1312,0,1026,286,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,1312
Lakshadweep,2021-02-11,35,13,1344,1344,0,1054,290,0,0,1344,0,0,0,0,0,0,0,0,0,0,0,1344
Lakshadweep,2021-02-12,35,13,1575,1575,0,1239,336,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,1575
Lakshadweep,2021-02-13,35,13,1575,1575,0,1239,336,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,1575
Lakshadweep,2021-02-14,36,13,1575,1575,0,1239,336,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,1575
Lakshadweep,2021-02-15,37,13,1575,1575,0,1239,336,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,1575
Lakshadweep,2021-02-16,39,13,1613,1594,19,1245,349,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,1594
Lakshadweep,2021-02-17,41,13,1613,1594,19,1245,349,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,1594
Lakshadweep,2021-02-18,49,13,1674,1623,51,1264,359,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,1623
Lakshadweep,2021-02-19,49,13,1770,1689,81,1302,387,0,4,1685,0,0,0,0,0,0,0,0,0,0,0,1689
Lakshadweep,2021-02-20,49,13,1770,1689,81,1302,387,0,4,1685,0,0,0,0,0,0,0,0,0,0,0,1689
Lakshadweep,2021-02-21,49,13,1770,1689,81,1302,387,0,4,1685,0,0,0,0,0,0,0,0,0,0,0,1689
Lakshadweep,2021-02-22,52,13,1830,1748,82,1349,399,0,4,1744,0,0,0,0,0,0,0,0,0,0,0,1748
Lakshadweep,2021-02-23,54,13,1877,1771,106,1361,410,0,4,1767,0,0,0,0,0,0,0,0,0,0,0,1771
Lakshadweep,2021-02-24,55,13,1902,1796,106,1383,413,0,4,1792,0,0,0,0,0,0,0,0,0,0,0,1796
Lakshadweep,2021-02-25,55,13,1929,1822,107,1408,414,0,4,1818,0,0,0,0,0,0,0,0,0,0,0,1822
Lakshadweep,2021-02-26,55,13,1931,1824,107,1410,414,0,4,1820,0,0,0,0,0,0,0,0,0,0,0,1824
Lakshadweep,2021-02-27,55,13,1931,1824,107,1410,414,0,4,1820,0,0,0,0,0,0,0,0,0,0,0,1824
Lakshadweep,2021-02-28,59,13,1931,1824,107,1410,414,0,4,1820,0,0,0,0,0,0,0,0,0,0,0,1824
Lakshadweep,2021-03-01,66,13,1931,1824,107,1410,414,0,4,1820,0,0,0,0,0,0,0,0,0,0,0,1824
Lakshadweep,2021-03-02,67,13,1931,1824,107,1410,414,0,4,1820,0,0,0,0,0,0,0,0,0,0,0,1824
